	T0A	T0B	T14A	T14B
ENSG00000267262	0	0	1	0
ENSG00000267263	0	0	0	0
ENSG00000267264	5	3	7	13
ENSG00000267265	8	9	32	28
ENSG00000267268	4	9	0	2
ENSG00000267269	0	0	0	0
ENSG00000267270	12	8	13	12
ENSG00000267271	0	0	0	0
ENSG00000267272	115	73	555	549
ENSG00000267273	2	0	2	0
ENSG00000267274	9	1	17	18
ENSG00000267275	2	0	0	2
ENSG00000267277	23	3	16	8
ENSG00000267278	14	17	4	3
ENSG00000267279	2	14	34	25
ENSG00000267280	25	17	51	29
ENSG00000267281	18	13	22	22
ENSG00000267282	0	0	2	0
ENSG00000267283	1	0	0	0
ENSG00000267284	3	0	0	0
ENSG00000267285	0	0	0	0
ENSG00000267286	0	2	0	0
ENSG00000267287	10	4	0	2
ENSG00000267288	13	3	11	8
ENSG00000267289	0	0	0	2
ENSG00000267291	0	0	0	0
ENSG00000267292	0	0	0	0
ENSG00000267293	6	1	2	1
ENSG00000267295	0	0	0	0
ENSG00000267296	10	9	167	158
ENSG00000267298	2	0	1	0
ENSG00000267299	0	0	0	0
ENSG00000267301	0	0	0	0
ENSG00000267302	3	1	6	2
ENSG00000267303	0	0	0	0
ENSG00000267304	2	0	2	0
ENSG00000267305	0	0	0	0
ENSG00000267308	0	0	4	0
ENSG00000267309	33	3	29	34
ENSG00000267310	0	0	0	0
ENSG00000267311	0	0	0	0
ENSG00000267312	6	2	1	0
ENSG00000267313	4	1	0	0
ENSG00000267314	0	0	0	0
ENSG00000267315	0	2	1	0
ENSG00000267316	0	0	0	2
ENSG00000267317	295	190	156	185
ENSG00000267318	0	0	0	0
ENSG00000267319	1	1	1	8
ENSG00000267320	0	0	0	0
ENSG00000267321	109	70	190	215
ENSG00000267322	15	5	13	5
ENSG00000267323	1	0	0	4
ENSG00000267324	0	0	0	0
ENSG00000267325	64	66	4	8
ENSG00000267327	0	0	0	3
ENSG00000267328	0	0	0	0
ENSG00000267332	0	0	0	0
ENSG00000267333	1	0	0	0
ENSG00000267334	0	0	0	0
ENSG00000267335	0	0	0	0
ENSG00000267336	10	7	4	1
ENSG00000267337	0	0	0	2
ENSG00000267338	2	2	0	1
ENSG00000267339	2	0	0	0
ENSG00000267340	3	3	12	4
ENSG00000267341	0	0	0	0
ENSG00000267342	9	4	9	3
ENSG00000267343	0	0	0	0
ENSG00000267344	0	0	1	1
ENSG00000267345	0	1	1	0
ENSG00000267346	0	0	2	0
ENSG00000267348	6	4	9	8
ENSG00000267349	0	0	0	0
ENSG00000267352	0	0	0	0
ENSG00000267353	0	2	0	0
ENSG00000267354	0	0	0	0
ENSG00000267355	10	8	15	18
ENSG00000267356	0	0	0	0
ENSG00000267359	0	0	0	0
ENSG00000267360	0	0	0	0
ENSG00000267361	10	6	4	2
ENSG00000267363	0	0	0	0
ENSG00000267364	4	2	0	0
ENSG00000267365	0	0	0	2
ENSG00000267366	2	0	0	0
ENSG00000267368	0	0	0	0
ENSG00000267369	2	2	0	0
ENSG00000267370	17	15	36	19
ENSG00000267371	0	0	0	0
ENSG00000267372	38	28	5	3
ENSG00000267373	0	0	0	0
ENSG00000267374	1	2	10	0
ENSG00000267375	0	0	0	0
ENSG00000267376	0	0	0	0
ENSG00000267378	0	0	0	0
ENSG00000267379	0	0	0	0
ENSG00000267382	0	0	0	0
ENSG00000267383	12	5	16	16
ENSG00000267384	0	0	0	0
ENSG00000267385	0	0	25	28
ENSG00000267387	0	5	0	1
ENSG00000267388	2	2	2	0
ENSG00000267389	0	0	1	0
ENSG00000267390	17	16	46	52
ENSG00000267391	10	6	4	2
ENSG00000267392	0	0	0	0
ENSG00000267393	0	0	0	0
ENSG00000267394	17	13	5	6
ENSG00000267395	17	11	15	18
ENSG00000267396	0	0	0	0
ENSG00000267397	0	6	14	18
ENSG00000267398	0	0	0	0
ENSG00000267399	0	1	0	0
ENSG00000267400	0	0	0	0
ENSG00000267401	0	0	0	0
ENSG00000267402	0	0	0	0
ENSG00000267404	15	5	4	4
ENSG00000267405	5	3	0	1
ENSG00000267406	0	0	0	0
ENSG00000267407	0	0	0	0
ENSG00000267408	2	0	0	0
ENSG00000267409	16	10	2	1
ENSG00000267412	1	4	0	1
ENSG00000267413	0	0	0	0
ENSG00000267414	39	47	168	157
ENSG00000267415	0	0	0	0
ENSG00000267416	2	3	9	3
ENSG00000267417	0	0	2	0
ENSG00000267418	0	0	0	1
ENSG00000267419	35	7	36	26
ENSG00000267420	0	0	0	0
ENSG00000267421	2	2	4	8
ENSG00000267422	23	11	16	18
ENSG00000267423	0	0	0	0
ENSG00000267424	0	0	2	0
ENSG00000267425	0	0	0	0
ENSG00000267426	5	0	2	0
ENSG00000267428	0	0	0	0
ENSG00000267429	0	0	2	3
ENSG00000267430	1	0	0	1
ENSG00000267432	9	8	1	0
ENSG00000267433	0	0	0	0
ENSG00000267436	0	0	0	0
ENSG00000267437	0	0	0	0
ENSG00000267439	0	0	2	0
ENSG00000267440	2	0	0	0
ENSG00000267441	0	0	0	0
ENSG00000267443	0	0	0	0
ENSG00000267444	0	0	2	0
ENSG00000267446	0	0	0	0
ENSG00000267448	0	0	0	0
ENSG00000267449	0	0	0	0
ENSG00000267450	0	0	0	0
ENSG00000267452	0	0	0	0
ENSG00000267453	0	0	0	0
ENSG00000267454	56	31	119	88
ENSG00000267455	0	0	0	0
ENSG00000267456	0	0	3	1
ENSG00000267457	0	0	1	0
ENSG00000267458	0	0	0	0
ENSG00000267459	0	0	0	0
ENSG00000267461	4	0	0	0
ENSG00000267462	0	0	0	0
ENSG00000267463	0	0	0	0
ENSG00000267465	0	0	0	0
ENSG00000267466	0	0	0	0
ENSG00000267467	0	0	0	0
ENSG00000267469	0	0	0	0
ENSG00000267470	101	63	122	152
ENSG00000267471	0	0	0	0
ENSG00000267472	0	0	0	0
ENSG00000267474	2	2	4	2
ENSG00000267475	33	16	33	41
ENSG00000267476	0	1	0	1
ENSG00000267477	0	0	0	0
ENSG00000267478	0	0	0	0
ENSG00000267480	35	24	25	17
ENSG00000267481	18	26	54	61
ENSG00000267482	0	0	0	0
ENSG00000267484	0	0	0	0
ENSG00000267486	0	0	0	0
ENSG00000267487	0	0	0	0
ENSG00000267489	0	0	0	0
ENSG00000267490	0	0	0	0
ENSG00000267491	2	2	3	2
ENSG00000267492	0	0	0	0
ENSG00000267493	27	20	47	34
ENSG00000267496	0	0	0	0
ENSG00000267497	0	0	0	0
ENSG00000267498	2	0	6	4
ENSG00000267500	0	0	1	1
ENSG00000267501	2	0	2	0
ENSG00000267503	0	0	0	0
ENSG00000267504	0	0	0	0
ENSG00000267505	2	0	0	0
ENSG00000267506	0	0	0	0
ENSG00000267507	1	0	1	2
ENSG00000267508	184	134	159	206
ENSG00000267509	0	0	0	0
ENSG00000267510	12	17	8	4
ENSG00000267511	0	0	0	0
ENSG00000267512	0	0	0	0
ENSG00000267513	0	0	0	0
ENSG00000267515	0	2	4	6
ENSG00000267517	0	0	0	0
ENSG00000267518	2	1	2	2
ENSG00000267519	750	491	422	340
ENSG00000267520	0	0	0	0
ENSG00000267521	0	0	0	0
ENSG00000267522	0	0	1	0
ENSG00000267523	19	6	16	22
ENSG00000267524	0	0	0	0
ENSG00000267526	4	0	0	0
ENSG00000267528	0	0	0	2
ENSG00000267529	0	0	0	0
ENSG00000267530	8	12	19	16
ENSG00000267532	15	5	9	5
ENSG00000267533	6	5	4	0
ENSG00000267534	2436	1408	903	854
ENSG00000267535	0	0	0	0
ENSG00000267537	0	0	0	0
ENSG00000267541	0	1	2	3
ENSG00000267543	3	3	7	3
ENSG00000267544	3	2	6	5
ENSG00000267545	0	1	0	0
ENSG00000267546	5	0	9	4
ENSG00000267547	21	14	53	40
ENSG00000267549	0	4	3	1
ENSG00000267550	0	0	0	0
ENSG00000267551	0	0	0	0
ENSG00000267552	0	0	0	0
ENSG00000267554	0	0	0	0
ENSG00000267555	0	0	0	0
ENSG00000267557	0	0	0	2
ENSG00000267558	0	0	1	0
ENSG00000267559	0	0	0	0
ENSG00000267560	0	2	0	4
ENSG00000267561	0	0	0	0
ENSG00000267563	0	0	0	0
ENSG00000267564	0	0	0	0
ENSG00000267565	11	10	25	37
ENSG00000267567	2	1	8	1
ENSG00000267568	0	0	0	0
ENSG00000267570	0	0	0	0
ENSG00000267571	8	3	12	18
ENSG00000267573	0	0	0	0
ENSG00000267574	0	0	0	0
ENSG00000267575	185	84	211	166
ENSG00000267576	0	0	0	0
ENSG00000267577	77	26	7	4
ENSG00000267579	0	1	0	0
ENSG00000267580	0	0	0	0
ENSG00000267581	0	0	3	2
ENSG00000267582	2	1	0	0
ENSG00000267583	0	2	0	0
ENSG00000267585	0	0	0	0
ENSG00000267586	3	4	0	4
ENSG00000267587	0	0	0	0
ENSG00000267589	0	0	2	0
ENSG00000267590	2	0	0	2
ENSG00000267591	0	0	0	0
ENSG00000267592	0	2	1	0
ENSG00000267593	0	0	0	0
ENSG00000267594	0	0	0	0
ENSG00000267595	1	5	3	3
ENSG00000267597	0	1	0	0
ENSG00000267598	0	0	0	0
ENSG00000267599	0	0	0	0
ENSG00000267601	0	0	0	0
ENSG00000267603	0	0	2	8
ENSG00000267604	0	0	0	0
ENSG00000267605	3	1	3	1
ENSG00000267606	0	0	0	4
ENSG00000267607	0	0	0	0
ENSG00000267609	0	0	0	0
ENSG00000267610	0	0	0	0
ENSG00000267611	0	0	0	0
ENSG00000267612	0	1	0	0
ENSG00000267614	0	0	0	0
ENSG00000267615	0	0	0	0
ENSG00000267617	0	0	0	0
ENSG00000267618	0	0	0	0
ENSG00000267620	3	3	4	5
ENSG00000267623	0	0	0	2
ENSG00000267624	0	0	0	0
ENSG00000267625	0	0	0	0
ENSG00000267626	0	0	0	0
ENSG00000267627	0	0	1	0
ENSG00000267628	0	0	0	0
ENSG00000267629	0	0	0	0
ENSG00000267630	0	0	0	0
ENSG00000267631	0	0	0	0
ENSG00000267632	20	23	14	28
ENSG00000267633	0	0	0	0
ENSG00000267634	0	0	0	2
ENSG00000267636	0	0	0	0
ENSG00000267637	0	0	0	0
ENSG00000267638	0	0	0	0
ENSG00000267640	6	8	15	11
ENSG00000267641	2	0	0	0
ENSG00000267642	0	0	0	0
ENSG00000267643	0	0	0	0
ENSG00000267644	0	0	2	0
ENSG00000267645	2	0	1	2
ENSG00000267646	0	0	0	0
ENSG00000267647	0	0	0	0
ENSG00000267648	1	1	3	0
ENSG00000267649	9	2	4	10
ENSG00000267650	4	2	6	8
ENSG00000267651	0	0	2	0
ENSG00000267652	0	0	0	0
ENSG00000267653	0	0	2005	2032
ENSG00000267654	0	0	0	0
ENSG00000267655	24	16	12	22
ENSG00000267656	1	0	1	1
ENSG00000267658	6	0	7	1
ENSG00000267659	13	5	1	2
ENSG00000267661	0	0	0	0
ENSG00000267662	3	4	3	6
ENSG00000267663	0	0	0	0
ENSG00000267664	0	0	0	0
ENSG00000267665	0	0	0	0
ENSG00000267666	10	20	36	26
ENSG00000267667	0	0	0	1
ENSG00000267669	2	1	29	34
ENSG00000267670	0	0	0	0
ENSG00000267672	0	0	0	0
ENSG00000267673	6	0	5	1
ENSG00000267674	1	0	0	0
ENSG00000267675	0	0	0	0
ENSG00000267676	0	0	0	0
ENSG00000267677	0	0	0	2
ENSG00000267678	0	0	0	0
ENSG00000267679	7	3	2	5
ENSG00000267680	235	220	344	299
ENSG00000267681	21	3	6	13
ENSG00000267682	4	2	1	12
ENSG00000267683	0	0	0	0
ENSG00000267685	1	1	0	0
ENSG00000267686	0	0	0	0
ENSG00000267687	0	0	0	0
ENSG00000267688	0	0	0	0
ENSG00000267689	0	0	0	0
ENSG00000267690	0	0	0	0
ENSG00000267691	7	3	3	3
ENSG00000267692	3	1	0	2
ENSG00000267693	0	0	1	0
ENSG00000267694	0	0	0	0
ENSG00000267695	0	0	0	0
ENSG00000267696	0	0	0	0
ENSG00000267697	0	0	0	0
ENSG00000267698	1	1	2	1
ENSG00000267699	0	0	0	0
ENSG00000267702	0	4	2	2
ENSG00000267703	0	0	0	0
ENSG00000267704	0	0	0	0
ENSG00000267705	0	0	0	0
ENSG00000267706	0	0	0	0
ENSG00000267707	0	1	0	2
ENSG00000267708	1	0	0	0
ENSG00000267709	0	0	0	0
ENSG00000267710	3	2	13	5
ENSG00000267711	2	7	14	7
ENSG00000267712	0	0	0	0
ENSG00000267713	0	0	0	0
ENSG00000267714	0	0	5	2
ENSG00000267716	0	0	0	0
ENSG00000267717	2	1	0	0
ENSG00000267719	2	0	0	0
ENSG00000267722	0	0	0	0
ENSG00000267723	2	2	0	0
ENSG00000267724	4	4	11	8
ENSG00000267725	0	0	0	0
ENSG00000267726	2	0	0	0
ENSG00000267727	0	0	0	0
ENSG00000267729	0	0	2	0
ENSG00000267731	0	0	0	0
ENSG00000267732	2	0	0	0
ENSG00000267733	0	0	0	0
ENSG00000267734	0	0	0	0
ENSG00000267735	0	0	0	0
ENSG00000267736	4	1	0	0
ENSG00000267737	0	2	0	6
ENSG00000267740	0	0	0	0
ENSG00000267741	3	2	4	0
ENSG00000267742	4	2	2	0
ENSG00000267743	0	0	0	0
ENSG00000267744	0	0	0	0
ENSG00000267745	42	44	38	50
ENSG00000267746	0	0	0	0
ENSG00000267747	0	0	1	1
ENSG00000267748	0	0	0	0
ENSG00000267749	0	0	0	0
ENSG00000267750	11	1	0	0
ENSG00000267751	5	0	10	5
ENSG00000267752	1	1	0	0
ENSG00000267755	0	0	0	0
ENSG00000267756	0	0	0	0
ENSG00000267757	0	0	0	0
ENSG00000267758	4	0	0	3
ENSG00000267760	0	0	0	0
ENSG00000267761	0	0	2	2
ENSG00000267762	0	0	0	0
ENSG00000267764	0	0	0	2
ENSG00000267765	4	2	4	3
ENSG00000267766	0	0	0	0
ENSG00000267767	0	0	0	0
ENSG00000267768	0	0	0	0
ENSG00000267769	11	14	4	6
ENSG00000267770	0	0	0	0
ENSG00000267771	0	0	0	1
ENSG00000267772	0	0	1	0
ENSG00000267773	0	0	0	0
ENSG00000267774	7	4	32	39
ENSG00000267775	0	0	0	0
ENSG00000267776	0	1	0	2
ENSG00000267777	0	0	0	0
ENSG00000267778	2	0	2	2
ENSG00000267779	0	0	0	0
ENSG00000267780	0	0	0	0
ENSG00000267781	4	1	2	7
ENSG00000267782	0	0	0	0
ENSG00000267783	2	0	11	4
ENSG00000267784	0	0	1	2
ENSG00000267786	0	0	0	0
ENSG00000267787	65	24	34	41
ENSG00000267788	0	0	0	0
ENSG00000267789	0	0	0	0
ENSG00000267790	0	0	0	0
ENSG00000267791	0	0	0	0
ENSG00000267792	0	0	0	0
ENSG00000267793	5	6	7	9
ENSG00000267794	0	0	0	0
ENSG00000267795	4	3	2	0
ENSG00000267796	131	69	129	102
ENSG00000267797	0	0	0	0
ENSG00000267799	0	0	0	1
ENSG00000267800	3	3	3	3
ENSG00000267801	2	0	1	6
ENSG00000267808	1	0	0	2
ENSG00000267809	32	28	48	39
ENSG00000267811	7	4	6	7
ENSG00000267815	0	0	0	0
ENSG00000267827	0	0	0	0
ENSG00000267828	0	0	0	0
ENSG00000267834	5	2	0	0
ENSG00000267838	10	4	24	22
ENSG00000267852	1	0	4	2
ENSG00000267855	12	3	22	13
ENSG00000267857	0	0	2	1
ENSG00000267858	45	31	92	93
ENSG00000267868	0	0	0	0
ENSG00000267871	14	4	12	14
ENSG00000267872	0	0	0	0
ENSG00000267874	0	0	0	0
ENSG00000267879	0	0	0	0
ENSG00000267881	0	0	0	0
ENSG00000267882	1	1	7	15
ENSG00000267886	18	5	2	4
ENSG00000267890	0	0	0	0
ENSG00000267892	0	0	0	0
ENSG00000267895	0	0	0	0
ENSG00000267898	10	0	4	7
ENSG00000267904	25	11	68	55
ENSG00000267905	0	0	0	0
ENSG00000267908	2	0	0	7
ENSG00000267909	0	2	28	25
ENSG00000267919	0	2	0	0
ENSG00000267920	4	1	2	1
ENSG00000267922	0	0	0	0
ENSG00000267924	1	0	0	0
ENSG00000267927	0	2	0	2
ENSG00000267934	2	2	4	8
ENSG00000267938	0	2	4	3
ENSG00000267939	8	7	10	16
ENSG00000267940	6	4	6	21
ENSG00000267943	0	0	1	0
ENSG00000267952	0	0	1	0
ENSG00000267959	0	0	0	0
ENSG00000267961	0	0	0	0
ENSG00000267968	0	0	0	0
ENSG00000267978	0	0	0	0
ENSG00000267980	5	5	8	4
ENSG00000267984	0	0	0	0
ENSG00000267986	12	2	0	0
ENSG00000267990	0	0	0	0
ENSG00000267992	0	0	0	0
ENSG00000268001	52	35	39	23
ENSG00000268006	442	351	302	312
ENSG00000268009	0	0	0	0
ENSG00000268015	0	0	0	0
ENSG00000268020	0	0	0	0
ENSG00000268027	0	0	0	0
ENSG00000268030	90	40	26	41
ENSG00000268034	9	11	10	7
ENSG00000268036	0	0	0	0
ENSG00000268038	0	0	0	0
ENSG00000268041	16	2	1	0
ENSG00000268043	525	304	673	709
ENSG00000268047	1	0	0	0
ENSG00000268049	20	3	7	12
ENSG00000268050	0	0	0	0
ENSG00000268051	0	0	0	0
ENSG00000268053	0	0	0	0
ENSG00000268055	0	0	0	0
ENSG00000268056	0	0	0	0
ENSG00000268058	0	0	0	0
ENSG00000268061	39	19	31	37
ENSG00000268062	0	0	0	0
ENSG00000268066	0	0	0	0
ENSG00000268067	0	0	0	1
ENSG00000268069	3	0	0	2
ENSG00000268070	0	0	5	0
ENSG00000268074	0	1	0	0
ENSG00000268078	0	0	0	0
ENSG00000268079	1	0	0	0
ENSG00000268080	0	0	0	0
ENSG00000268081	8	2	6	3
ENSG00000268083	0	0	0	0
ENSG00000268087	36	23	48	67
ENSG00000268088	0	0	0	0
ENSG00000268089	16	31	2	2
ENSG00000268093	5	7	4	7
ENSG00000268095	1	2	1	0
ENSG00000268100	2	0	1	1
ENSG00000268101	0	0	0	0
ENSG00000268104	0	0	0	0
ENSG00000268105	0	2	1	0
ENSG00000268107	0	0	0	0
ENSG00000268108	0	4	0	0
ENSG00000268112	0	0	0	0
ENSG00000268116	0	0	0	0
ENSG00000268117	1	2	0	6
ENSG00000268119	2	0	13	11
ENSG00000268120	0	0	0	0
ENSG00000268129	2	0	1	0
ENSG00000268133	0	0	0	0
ENSG00000268140	7	4	5	12
ENSG00000268144	0	0	1	1
ENSG00000268148	0	0	0	0
ENSG00000268149	0	0	0	0
ENSG00000268153	0	0	0	0
ENSG00000268154	0	0	0	1
ENSG00000268157	0	3	1	0
ENSG00000268163	1	0	2	2
ENSG00000268170	0	0	0	0
ENSG00000268173	0	0	0	0
ENSG00000268174	0	2	2	1
ENSG00000268181	0	0	0	0
ENSG00000268182	5	6	10	4
ENSG00000268184	0	0	0	0
ENSG00000268186	3	0	0	0
ENSG00000268187	0	0	0	0
ENSG00000268189	7	2	4	6
ENSG00000268191	0	0	0	0
ENSG00000268193	0	0	0	0
ENSG00000268199	0	2	2	0
ENSG00000268201	9	4	2	4
ENSG00000268203	0	0	0	0
ENSG00000268204	0	0	0	0
ENSG00000268205	689	523	446	532
ENSG00000268209	0	0	0	0
ENSG00000268218	47	26	30	23
ENSG00000268220	0	0	0	0
ENSG00000268221	0	0	0	0
ENSG00000268222	30	15	17	20
ENSG00000268223	0	1	0	3
ENSG00000268225	25	10	51	49
ENSG00000268230	16	18	3	13
ENSG00000268231	0	0	0	0
ENSG00000268234	5	1	1	5
ENSG00000268235	0	0	0	0
ENSG00000268238	0	0	0	0
ENSG00000268240	0	0	0	0
ENSG00000268243	0	0	0	0
ENSG00000268257	0	0	0	0
ENSG00000268262	0	0	0	2
ENSG00000268266	4	1	1	1
ENSG00000268267	0	0	0	0
ENSG00000268272	0	0	0	0
ENSG00000268278	0	0	1	0
ENSG00000268279	15	9	22	33
ENSG00000268282	10	4	4	2
ENSG00000268287	1	0	0	0
ENSG00000268288	0	0	0	0
ENSG00000268289	0	0	0	0
ENSG00000268292	0	0	0	0
ENSG00000268293	0	0	0	0
ENSG00000268295	0	1	0	0
ENSG00000268296	0	0	0	0
ENSG00000268297	0	0	0	0
ENSG00000268307	4	2	0	0
ENSG00000268309	0	0	0	0
ENSG00000268316	0	0	0	0
ENSG00000268318	0	0	0	0
ENSG00000268320	0	0	0	0
ENSG00000268322	0	0	3	1
ENSG00000268324	0	0	0	2
ENSG00000268326	0	0	0	0
ENSG00000268333	12	8	2	0
ENSG00000268335	0	0	0	0
ENSG00000268336	0	0	0	0
ENSG00000268350	23	7	5	12
ENSG00000268352	0	1	0	0
ENSG00000268355	2	0	4	0
ENSG00000268357	5	4	9	10
ENSG00000268361	0	0	0	0
ENSG00000268362	240	122	213	177
ENSG00000268364	35	20	14	17
ENSG00000268366	5	6	0	4
ENSG00000268375	0	0	0	1
ENSG00000268379	4	1	8	13
ENSG00000268388	0	0	0	4
ENSG00000268390	0	0	0	0
ENSG00000268391	0	0	0	0
ENSG00000268392	0	0	0	2
ENSG00000268400	0	0	1	0
ENSG00000268401	2	2	0	0
ENSG00000268403	18	26	44	41
ENSG00000268407	0	0	0	0
ENSG00000268412	11	3	3	4
ENSG00000268416	0	0	0	0
ENSG00000268423	4	0	2	5
ENSG00000268433	0	0	0	0
ENSG00000268434	0	0	0	0
ENSG00000268438	0	2	0	0
ENSG00000268439	19	16	7	10
ENSG00000268442	0	2	2	10
ENSG00000268447	0	0	0	0
ENSG00000268455	0	0	0	1
ENSG00000268458	0	0	1	0
ENSG00000268460	4	0	2	0
ENSG00000268461	1	0	2	0
ENSG00000268465	0	0	0	0
ENSG00000268469	0	0	0	0
ENSG00000268471	95	58	70	68
ENSG00000268472	0	0	0	1
ENSG00000268473	0	0	0	0
ENSG00000268475	0	0	0	0
ENSG00000268480	0	0	0	0
ENSG00000268483	0	0	0	0
ENSG00000268486	0	0	0	0
ENSG00000268496	0	0	0	1
ENSG00000268499	1	0	0	1
ENSG00000268500	0	0	0	0
ENSG00000268505	0	0	0	0
ENSG00000268509	0	0	0	0
ENSG00000268510	0	0	0	0
ENSG00000268516	99	64	141	150
ENSG00000268518	0	0	0	0
ENSG00000268520	1	4	6	5
ENSG00000268521	23	11	27	30
ENSG00000268529	0	1	0	0
ENSG00000268530	0	0	0	0
ENSG00000268531	0	0	0	0
ENSG00000268532	0	0	0	0
ENSG00000268533	1	1	5	2
ENSG00000268535	0	0	0	4
ENSG00000268536	0	1	2	0
ENSG00000268541	0	0	0	0
ENSG00000268543	13	20	24	28
ENSG00000268545	0	2	1	0
ENSG00000268555	0	0	0	4
ENSG00000268560	0	0	0	0
ENSG00000268564	1	2	6	9
ENSG00000268565	0	0	0	0
ENSG00000268566	0	0	0	0
ENSG00000268568	110	99	226	239
ENSG00000268573	66	41	32	19
ENSG00000268575	48	31	39	48
ENSG00000268580	0	0	0	0
ENSG00000268581	0	0	0	0
ENSG00000268582	0	0	0	0
ENSG00000268583	4	0	1	4
ENSG00000268584	8	5	6	8
ENSG00000268589	0	0	0	0
ENSG00000268592	0	0	2	1
ENSG00000268593	0	0	0	0
ENSG00000268595	0	0	0	0
ENSG00000268597	0	0	0	0
ENSG00000268598	2	2	0	2
ENSG00000268601	6	0	2	1
ENSG00000268603	1	0	4	1
ENSG00000268605	0	0	0	0
ENSG00000268606	0	0	0	0
ENSG00000268614	0	0	0	0
ENSG00000268615	3	0	0	0
ENSG00000268618	0	0	0	0
ENSG00000268620	0	0	0	0
ENSG00000268621	0	0	0	0
ENSG00000268623	0	0	0	0
ENSG00000268628	2	1	0	2
ENSG00000268629	0	0	0	0
ENSG00000268635	0	0	0	0
ENSG00000268636	0	0	0	0
ENSG00000268643	0	0	0	0
ENSG00000268649	4	2	3	4
ENSG00000268650	0	0	6	0
ENSG00000268651	0	0	0	0
ENSG00000268652	0	0	0	0
ENSG00000268654	0	0	0	2
ENSG00000268655	8	12	0	0
ENSG00000268658	17	14	4	8
ENSG00000268659	0	0	0	0
ENSG00000268660	1	1	9	2
ENSG00000268663	0	0	0	0
ENSG00000268669	0	0	0	0
ENSG00000268670	20	0	23	13
ENSG00000268673	0	0	0	0
ENSG00000268674	0	0	0	0
ENSG00000268677	0	0	0	0
ENSG00000268678	5	4	4	6
ENSG00000268681	0	0	0	0
ENSG00000268683	0	0	0	0
ENSG00000268685	0	0	0	0
ENSG00000268686	10	8	22	11
ENSG00000268696	2	2	1	3
ENSG00000268705	0	2	2	0
ENSG00000268707	22	10	6	2
ENSG00000268711	0	0	0	0
ENSG00000268713	114	59	58	75
ENSG00000268714	0	0	0	0
ENSG00000268717	0	0	0	0
ENSG00000268723	2	2	0	1
ENSG00000268729	0	0	0	0
ENSG00000268731	0	0	1	1
ENSG00000268734	0	0	0	0
ENSG00000268736	0	0	0	0
ENSG00000268738	0	0	0	0
ENSG00000268739	0	0	0	0
ENSG00000268742	0	0	0	0
ENSG00000268743	4	2	6	4
ENSG00000268744	0	0	0	0
ENSG00000268745	0	0	0	0
ENSG00000268746	3	6	6	0
ENSG00000268747	0	0	0	0
ENSG00000268750	0	0	0	0
ENSG00000268751	6	4	3	7
ENSG00000268754	0	0	0	0
ENSG00000268756	2	1	1	9
ENSG00000268758	0	0	0	0
ENSG00000268764	0	1	0	0
ENSG00000268777	0	0	0	0
ENSG00000268784	0	0	0	0
ENSG00000268785	4	3	2	1
ENSG00000268789	0	0	0	0
ENSG00000268790	0	0	2	0
ENSG00000268794	0	0	0	0
ENSG00000268797	0	0	0	0
ENSG00000268798	16	9	20	6
ENSG00000268799	0	0	0	0
ENSG00000268803	0	0	0	0
ENSG00000268804	0	0	0	0
ENSG00000268810	0	0	0	0
ENSG00000268812	13	1	0	0
ENSG00000268818	2	1	0	2
ENSG00000268823	0	0	0	0
ENSG00000268830	0	0	0	0
ENSG00000268833	0	0	0	0
ENSG00000268834	0	0	0	0
ENSG00000268836	2	2	9	3
ENSG00000268839	0	0	0	0
ENSG00000268842	0	0	0	0
ENSG00000268845	0	0	0	0
ENSG00000268847	2	0	0	0
ENSG00000268849	0	0	0	0
ENSG00000268854	0	0	0	0
ENSG00000268858	229	111	284	290
ENSG00000268861	0	0	0	0
ENSG00000268864	0	0	0	0
ENSG00000268866	0	0	2	0
ENSG00000268869	0	0	0	2
ENSG00000268870	0	0	0	0
ENSG00000268873	0	0	1	2
ENSG00000268879	0	1	0	0
ENSG00000268883	0	1	1	0
ENSG00000268884	0	1	0	3
ENSG00000268886	0	0	0	0
ENSG00000268889	0	0	0	0
ENSG00000268892	0	2	0	1
ENSG00000268894	15	10	197	184
ENSG00000268895	98	61	52	43
ENSG00000268896	7	2	0	4
ENSG00000268902	0	0	0	0
ENSG00000268903	0	0	0	0
ENSG00000268906	0	0	0	0
ENSG00000268908	0	0	0	0
ENSG00000268912	131	95	201	164
ENSG00000268916	0	0	0	0
ENSG00000268922	0	0	0	0
ENSG00000268926	0	0	0	0
ENSG00000268931	0	0	0	1
ENSG00000268938	7	0	2	3
ENSG00000268940	0	0	0	0
ENSG00000268941	54	38	6	2
ENSG00000268942	0	0	1	0
ENSG00000268945	4	8	6	3
ENSG00000268947	4	7	10	11
ENSG00000268949	2	2	0	2
ENSG00000268951	0	0	0	0
ENSG00000268955	0	0	0	0
ENSG00000268957	0	0	0	0
ENSG00000268964	0	0	0	0
ENSG00000268967	0	0	0	0
ENSG00000268970	44	16	25	35
ENSG00000268975	0	0	0	0
ENSG00000268981	0	0	0	0
ENSG00000268983	0	0	0	0
ENSG00000268985	0	0	0	0
ENSG00000268987	0	0	0	0
ENSG00000268988	0	0	0	0
ENSG00000268991	0	0	0	0
ENSG00000268992	0	0	0	0
ENSG00000268993	0	0	0	0
ENSG00000268994	0	0	0	0
ENSG00000268995	0	0	0	0
ENSG00000268996	32	24	110	93
ENSG00000268997	0	0	0	0
ENSG00000269001	307	247	302	311
ENSG00000269009	0	0	0	0
ENSG00000269012	0	0	0	0
